id,readme
10632915, rngridmenu  a grid based menu view with field depth and bounce animation inspired by mailbox and extended for multiple needs i created this project out of a stint of boredom this control is customizable to a degree but kept simple so you can take it and spin your own subclass or fork out of it pod rngridmenu     drag and drop the code rngridmenu and code h and m files into your project to get this working you ll need to include the following frameworks quartcore accelerate getting started with code rngridmenu and code is dead simple just initialize it with a list of options images or both and call the code show and code method like this nsarray images and and nsarray options and and rngridmenu av rngridmenu alloc initwithoptions options images images delegate self av show there are  initialization methods in all for now note that the delgate is entirely optional just set that parameter to nil though the control is kind of useless without it right and and note this changes the view to style rngridmenustylelist since there are no images id initwithoptions nsarray options delegate id rngridmenudelegate delegate id initwithimages nsarray images delegate id rngridmenudelegate delegate and and the count of both options and images must be equal caught with assert id initwithoptions nsarray options images nsarray images delegate id rngridmenudelegate delegate property nonatomic copy uicolor highlightcolor the color that items will be highlighted with on selection defaults to table view selection blue property nonatomic strong readonly uicolor backgroundcolor the background color of the main view note this is a uiviewcontroller subclass default is black with   alpha property nonatomic assign cgsize itemsize the size of a list or grid item default is x property nonatomic assign cgfloat blurlevel the level of blur for the background image range is   to   default is   property nonatomic assign bool addstowindow set to yes if you want to add the control to the window of your app default is no property nonatomic assign cgfloat animationduration the time in seconds for the show and dismiss animation default is   property nonatomic copy uicolor itemtextcolor the text color for list items default is white property nonatomic copy uifont itemfont the font used for list items default is bold size  property nonatomic assign nstextalignment itemtextalignment the text alignment of the item titles default center alignment property nonatomic assign rngridmenustyle menustyle the list layout default code rngridmenustylegrid and code options are rngridmenustyledefault rngridmenustylelist property nonatomic strong uiview headerview images only vertical list with text only advanced styles item borders gradients mailbox uiappearance with styles title view readme cocoapods more screenshots optional block callbacks
6778210, background size polyfill  an ie behavior adding support for background size to ie introduction  progressive enhancement is the mantra i live by it means have fun with css and don t worry about ie users they ll never notice they re missing out on your gorgeous text shadows and gradients anyway all was well until i discovered the elegance of background size cover and background size contain the first one for instance allows an image to completely cover a background without having to send a x background image down the pipes unfortunately they don t degrade gracefully websites would likely appear broken to ie users unless you use this behavior how to use it  upload backgroundsize min htc to your website along with the htaccess that will send the mime type required by ie apache only  it s built in nginx node and iis everywhere you use background size in your css add a reference to this file selector background size cover and the url is relative to the document not to the css file and and prefer absolute urls to avoid confusion and ms behavior url and backgroundsize min htc the elements styled this way should have a position relative or position fixed and a z index if not they will be given a position relative and z index  limitations  calculating the displayed position and size of this image is quite complex and function of numerous parameters the size of the element itself the size of the image the values of background size and position and clip and origin and attachment and scroll it is thus impossible to emulate background size completely and perfectly but it s still possible to enjoy the main features correct position and size of the background image updated position and size on browser resize updated image position and size when the background image is modified the following style properties values or behavior aren t supported multiple backgrounds although the after trick can still be used  values syntax of background position any repeat value in background repeat non default values of background clip and origin and attachment and scroll resizing the background when the dimensions of the element change removing any of these limitations is probably just one fork away are you using this in a paid work changelog  added support for dynamically changing position and size of the background image partial reimplementation of  dynamically changing background image with css classes dynamically setting background image to none  lengths and percentages for background size partial reimplementation of   lengths for background position debouncing window resize events alternative implementation of  cloning polyfilled elements  background attachment fixed for body  fixed js error when using left or top for background position    other invalid argument and nan js errors    js error when printing use standard htc xml tags  work around ie hang on unload when the jscript portion is greater than  bytes added unit tests grunt build process misc fixes and code cleanup initial release
6422710, mongol py is a tool that was inspired by a research paper  that described the physical location and number of routers acting for the great firewall gfw of china mongol is effectively a implementation of the research tool used by xu etc all with the intent to demystify some aspects of the gfw it is built using scapy  for some of the tcp header modification requirements user fqrouter has been running with this concept and taken it far past my initial ideas python mongol py i hostslist txt o outputfilename txt hostslist txt the input file is a newline seperated list of ip s and domain names of websites hosted within china outputfilename txt the output file will be location where ip addresses of found filtering devices will be printed mongol must be run on a device that is internet facing aka not behind a router or firewall mongol works by stimulating the keyword filtering that the gfw uses first we create a test connection and check that the site is indeed hosting a webserver and is live then by sending the stimulus tibetalk the keyword filtering will become active finally we run a tcp header traceroute and find the last hop before rst packets are sent back rst packets are the gfw s method of stopping connections with filtered keywords
1040700, the original readme including some updates leading up to the release of the nd edition are retained below the source code in this repository will be maintained with bug fixes at least through the end of  after that time however support will be on a best effort basis and eventually phased out in favor of the nd edition thanks for your interest in this project twitter is retiring v of its api that the examples in this book were based upon the print and ebook copies that are in circulation are not updated to reflect the new v  twitter api but as a stop gap measure ipython notebooks and standard python exports of those notebooks are now checked in for chapters   and  which feature twitter data you can view read only version of these notebooks if you re interested reach out on the facebook page or twitter with any questions or concerns that you may have let me be the first to tell you that you could find pirated copies of this book online before it was even in stock on amazon but i implore you not to go to those places and get it in the end everybody really ends up losing if you steal ebooks because it kills the supply chain at its roots stripping the motivation right out of authors and other original and creative content producers who work hard to bring you interesting content that takes a lot of energy to produce here are lots of reasons not to steal this book all of the source code is already being given away right here as a convenient github project do whatever you want with it if these reasons don t provide enough information for you to make an informed decision about whether or not spending  is a good investment and that there are ample alternatives to casual copying  then please send me a message and tell me what it would take to convince you i d love to chat about it and hear your thoughts popular social networks such as facebook twitter and linkedin generate a tremendous amount of valuable social data who s talking to whom what are they talking about how often are they talking where are they at this concise and practical book shows you how to answer these types of questions and more each chapter presents a soup to nuts approach that combines popular social web data analysis techniques and visualization so that you can find the needles you ve been looking for as well as some of the ones you didn t even know to look for in the first place with mining the social web intermediate to advanced python programmers will learn how to collect and analyze social data in way that lends itself to hacking as well as more industrial strength analysis the book is highly readable from cover to cover and tells a coherent story but chapters of interest could just as easily be cherry picked if you need to narrow in on a specific topic in a hurry get a concise and straightforward synopsis of the social web landscape so you know which  of the space to spend  of your time on use easily adaptable scripts hosted on github to harvest data from popular social network apis including twitter facebook and linkedin learn how to slice and dice social web data with easy to use python tools as well as apply more advanced mining techniques such as tf idf cosine similarity collocation analysis document summarization and clique detection build interactive visualizations with easily adaptable web technologies built upon html and javascript toolkits a rich compact useful practical introduction to a galaxy of tools techniques and theories for exploring structured and unstructured data alex martelli senior staff engineer google author of python in a nutshell data from the social web is different networks and text not tables and numbers are the rule and familiar query languages are replaced with rapidly evolving web service apis let matthew russell serve as your guide to working with social data sets old email blogs and new twitter linkedin facebook mining the social web is a natural successor to programming collective intelligence a practical hands on approach to hacking on data from the social web with python jeff hammerbacher chief scientist cloudera few things will impact us the way automated understanding of human communication by software will in the coming years this subject is broad and deep it has been the subject of thousands of papers and hundreds of dissertations what matthew has pulled together is something that has really been missing an applied introduction to a diverse and deep set of technologies and topics that make the knowledge buried in human communication inside the social web accessible it is the work of a powerful technologist someone who can equip capable programmers with new tools that are truly valuable read this book it will open up doors to where software is going in the next decade tim estes founder and ceo digital reasoning mining the social web is a must read as data is distributed at a dizzying pace a great primer for api jockeys social media junkies and data scientists alike matthew russell deftly distills the prodigious opportunity in mining social media data nick ducoff ceo of infochimps inc this is an essential guide to tapping the new generation of online data sources russell has done a great job creating an accessible manual for anyone working with social information on the web covering both how to access it and simple methods for extracting surprising insights from all that raw data pete warden founder of openheatmap com mining the social web is now my go to book for any project that involves analyzing social data it contains a multitude of useful examples and is highly recommended for any data mining project you re considering great for beginners and advanced readers alike abe music principal zaffra this book is clearly a labor of love for the author he has deftly woven together the use of classic text and graph mining libraries with current social media applications examples are concrete and concise while providing useful insights that facilitate future development and exploration by the reader this text is a great primer for those just beginning their forays into extracting understanding from social networks and also for advanced researchers needing access to the latest social media apis chris augeri senior research fellow university of nebraska this is a phenomenal book for anyone wanting to get started mining social data it is well researched and provides plenty of examples to get one going from the very first chapter it is also very easy to follow and a real pleasure to read this book is my first recommendation for anyone interested in the mining analysis and visualization of data from the social web jeffrey humphries phd computer scientist mining the social web is a great resource on how to get the most out of the twitter api raffi krikorian platform services group twitter matthew covers an interesting and eclectic group of data sources analysis techniques data management tools and visualizations that provide a thorough survey of the latest thinking on how to gain insight from the social web his examples are vivid and serve as great starting points for further exploration matthew clearly cares that the reader understands the material the book is chock full of timely knowing and truly helpful hints and advice mining the social web has me excited to dive further into this rich area of analysis roger magoulas director of market research o reilly media
14817503, fossasia drupal  fossasia  drupal site
14813775, fossasia drupal  fossasia  drupal site
3349413, touchy js is a simple light weight   kb minified and gzip javascript library for dealing with touch events in the browser with no dependencies just add the script to your page and start hacking javascript and and the html element that to watch for touches var touchme document getelementbyid touch me and and touchy js creates a single global object called touchy var toucher touchy touchme function hand finger and and this toucher and and toucher stop stop watching element for touch events and and toucher start start watching element for touch events and and this function will be called for every finger that touches the screen and and regardless of what other fingers are currently interacting and and finger is an object representing the entire path of a finger and and on the screen so a touch drag release by a single finger would be and and encapsulated into this single object and and hand is an object holding all fingers currently interacting with the and and screen and and hand fingers returns an array of fingers currently on the screen and and including this one and and in this case we are only listening to a single finger at a time if hand fingers length  return and and this callback is fired when the finger initially touches the screen finger on start  function point and and point is a coordinate of the following form and and id string  x number  y number  time date and and this callback is fired when finger moves finger on move  function point console log finger is moving and and this callback is fired when finger is released from the screen finger on end  function point console log finger stopped moving and and finger lastpoint refers to the last touched point by the and and finger at any given time javascript var touchme document getelementbyid touch me touchy touchme one function hand finger and and full touchy style event system run only when exactly one finger and and on screen and and in these cases hand is only alive for the duration of touches that and and have the exact number of simulataneous touches unlike in the and and previous example two function hand finger finger and and only run when exactly two fingers on screen hand on move  function points and and points is an array of point objects same as finger on point object and and three  four  five are supported as well and and any is the same as the previous example javascript var touchme document getelementbyid touch me touchy touchme function hand finger function startfinger finger on start  startfinger and and attach startfinger to the start event finger off start  startfinger and and detach startfinger from the start event finger once start  startfinger and and one time use handler for start event finger trigger start  arg and and trigger the start event with arguments javascript var touchme document getelementbyid touch me and and when the second invocation argument is set to true touchy will pick up mouse and and events along with touch events this is good for testing on desktop touchy touchme true callback and and for all finger events touchy touchme true one  two and and for multi touch finger events javascript and and define a plugin touchy plugin myplugin  function elem settings and and write your plugin here and and this will be executed each time the plugin is applied to an element and and elem is the element being touched and and settings is the the object passed during usage of the plugin and and return an object to setup touchy for the element and and this is equivalent to touchy elem one  two return one  two and and use a plugin var touchme document getelementbyid touch me touchy touchme myplugin these are  your settings javascript var touchme document getelementbyid touch me touchy touchme one  two and and this is equivalent to the following jquery code touch me touchy one  two
9473425, a super tiny javascript library to execute simple dom querying and hooking event listeners aims to return the raw dom node for you to manipulate directly using html et al tech like element classlist or element innerhtml  etc var links p first child a if there is more than one link the return value is nodelist  if there s only a single match you have an element object so you need to have an idea of what to expect if you want to modify the dom p first child a on click  function event event preventdefault and and do something else note the on and trigger methods are on both node objects and nodelist objects which also means this affects the document node so document on type callback will also work a on foo  function and and foo was fired a first child trigger foo on foo  function and and foo was fired but doesn t require a selector p foreach function el index console log el innerhtml note jquery like libraries tend to make the context this the element since we re borrowing foreach from the array object this does not refer to the element a on foo  bar on click  doclick trigger foobar also when a single element is matched you have access to it a href and some place html like jquery this tiny library silently fails when it doesn t match any elements as you might expect
5089138, bootstrap toggle buttons 
3639793,  the slickest chat app out there open source and well supported to boot
4184416, tablecloth js is a jquery plugin that helps you easily style html tables along with some simple customizations we ve all been there either you re redesigning a large site or working on a completely new one styling tables is typically tedious and time consuming if you d rather spend your valuable time making the other elements of your site pretty use tablecloth to do the heavy lifting javascript and and without any customizations table tablecloth and and with customizations table tablecloth theme default  bordered true condensed true striped true sortable true clean true cleanelements th td  customclass my table
470946, etherpad lite is a simplier faster lighter solution for collaborative editing please use that and develop on that as it is the active project etherpad is a web based realtime collaborative document editor
