repo_id,message,cate_id,cate,fuzz_res
67179,"['natsuliphone', 'the', 'twitter', 'client', 'for', 'iphone', 'and', 'ipod', 'touch']",17,content Access,{'client': 100}
298018,"['cocoa', 'meets', 'webkit', 'for', 'more', 'rapid', 'ui', 'development']",20,engineering and development,{'development': 100}
240413,"['this', 'plugin', 'enables', 'enterprise', 'class', 'google', 'sitemaps', 'to', 'be', 'easily', 'generated', 'for', 'a', 'rails', 'site', 'as', 'a', 'rake', 'using', 'a', 'simple', 'rails', 'routes', 'like', 'dsl', 'it', 'allows', 'you', 'to', 'take', 'care', 'of', 'familiar', 'sitemap', 'issues', 'like', 'gzip', 'of', 'sitemap', 'variable', 'priority', 'paging', 'and', 'sorting', 'links', 'e', 'g', 'page', '', 'ssl', 'host', 'links', 'e', 'g', 'https', 'rails', 'apps', 'which', 'are', 'installed', 'on', 'a', 'sub', 'path', 'e', 'g', 'example', 'com', 'and', 'and', 'and', 'hidden', 'ajax', 'routes', 'it', 'includes', 'a', 'sitemap', 'index', 'file', 'so', 'it', 'supports', 'more', 'than', 'the', 'standard', 'individual', 'urls', 'up', 'to', 'a', 'maximum', 'of', '', '', 'billion', 'and', 'pings', 'all', 'major', 'search', 'engines', 'on', 'completion', 'sitemapwriter']",15,education,{'example': 93}
346619,"['rack', 'middleware', 'replacement', 'for']",4,middleware,{'middleware': 100}
1017999,"['the', 'modernizr', 'server', 'library', 'is', 'a', 'way', 'to', 'bring', 'modernizr', 'browser', 'data', 'to', 'your', 'server', 'scripting', 'environment', 'php', 'currently', 'but', 'other', 'server', 'side', 'environments', 'to', 'come', 'and', 'subject', 'to', 'demand']",6,end user application,{'browser': 100}
573477,"['build', 'scripts', 'for', 'building', 'ffmpeg', 'on', 'iphone']",10,multimedia,{'ffmpeg': 100}
938350,"['realtime', 'apps', 'made', 'easy', 'with', 'templating']",6,end user application,{'apps': 86}
595812,"['generate', 'temporary', 'mail', 'aliases', 'for', 'throwaway', 'purposes', 'this', 'is', 'the', 'full', 'code', 'behind', 'the', 'tempalias', 'com', 'web', 'service']",19,email,{'mail': 89}
960977,"['library', 'for', 'reading', 'and', 'writing', 'midi', 'files', 'in', 'javascript']",5,application libraries,{'library': 100}
511871,"['harmony', 'plugin', 'for', 'ruby', 'on', 'rails', 'tests']",6,end user application,{'plugin': 100}
861851,"['javascript', 'benchmark', 'testing']",20,engineering and development,{'benchmark': 86}
336217,"['rails', 'plugin', 'for', 'the', 'jquery', 'datatables', 'library']",6,end user application,{'plugin': 100}
570181,"['an', 'attempt', 'to', 'come', 'up', 'with', 'a', 'sane', 'web', 'api', 'to', 'core', 'data', 'synching', 'using', 'the', 'pivotal', 'tracker', 'api']",6,end user application,{'web api': 86}
388972,"['a', 'simple', 'wiki', 'developed', 'using', 'node', 'redis', 'node', 'client', 'and', 'showdown']",17,content Access,{'client': 100}
403262,"['dbslayer', 'mysql', 'support', 'for', 'node', 'js']",8,database,{'mysql': 100}
204095,"['a', 'simple', 'ab', 'testing', 'app', 'for', 'django']",6,end user application,{'app': 100}
236834,"['a', 'couchdb', 'interface', 'for', 'node', 'js']",5,application libraries,{'interface': 100}
